ID,5280,5281,5282,5283,5284,5285,5286,5288,5289,5290,5291,5292,5295,5296,5297,5320,5330,5350,5370,5380,5390,5500,5510,5521,5563
5280,0,1226.15271,1307.80579,2613.955888,2517.222764,1100.16345,2297.041403,479.381845,1487.977502,3068.708528,2196.12034,2731.551264,4049.362721,5951.222554,7985.087454,9265.365623,5907.359499,7483.306655,6957.417401,3540.319592,5379.645818,17442.33557,12665.15568,13547.99561,18262.72572
5281,1226.15271,0,739.5069284,1551.306684,1292.319173,1489.23137,3518.040599,1155.355566,1342.951872,2489.515389,2275.176606,3631.992429,4209.028231,6589.930752,8785.944653,9755.731002,7058.40007,7248.478212,6055.269907,2708.994352,6122.933227,17320.55188,12610.31613,12830.75766,17714.86378
5282,1307.80579,739.5069284,0,1356.923371,1640.972225,2012.92363,3511.254831,965.1781155,621.5752969,1862.14473,1548.039155,3137.145919,3473.0187,5929.535094,8176.241903,10350.56085,6728.993674,7985.927955,6689.063611,3402.187405,6596.052092,18054.58959,13336.93085,13515.50198,18433.35058
5283,2613.955888,1551.306684,1356.923371,0,1078.841428,3035.243464,4864.468407,2319.737274,1660.241902,1480.368728,2264.292088,4291.88098,3850.303577,6670.951483,9029.901892,11197.5161,7986.132036,8206.941628,6151.065645,3260.309565,7661.669939,18277.91279,13659.60413,13089.24244,18178.77891
5284,2517.222764,1292.319173,1640.972225,1078.841428,0,2520.52121,4801.486116,2412.910757,2197.586972,2540.041423,3024.727787,4776.508735,4797.22791,7481.402784,9777.677953,10335.42778,8314.612715,7140.05934,5182.230316,2181.492079,6999.627285,17204.25986,12600.04414,12092.94631,17138.17017
5285,1100.16345,1489.23137,2012.92363,3035.243464,2520.52121,0,2616.670734,1532.940921,2418.40544,3875.003168,3237.883194,3735.281576,5131.641141,7015.846563,8979.766399,8338.708669,6567.453445,6388.240416,6159.844217,2787.143665,4634.292916,16343.66112,11570.0561,12580.85255,17217.76659
5286,2297.041403,3518.040599,3511.254831,4864.468407,4801.486116,2616.670734,0,2546.090139,3422.363367,4972.69178,3654.688664,2444.209272,4911.785441,5599.629428,7080.521686,8487.174973,4043.669318,8170.861391,8720.500619,5394.99696,4328.273106,17640.60848,12825.59184,14875.32494,19233.20323
5288,479.381845,1155.355566,965.1781155,2319.737274,2412.910757,1532.940921,2546.090139,0,1023.498819,2620.292008,1721.950279,2517.863734,3598.701891,5630.620144,7736.892728,9744.739851,5907.512592,7878.496945,7130.064169,3729.294088,5848.628805,17868.85565,13100.68156,13809.81229,18586.39818
5289,1487.977502,1342.951872,621.5752969,1660.241902,2197.586972,2418.40544,3422.363367,1023.498819,0,1603.561827,932.2264579,2645.079367,2869.782442,5317.502531,7584.378709,10727.59409,6326.015185,8562.056786,7301.028396,4023.723051,6867.549051,18616.97185,13882.77533,14136.37144,19052.27972
5290,3068.708528,2489.515389,1862.14473,1480.368728,2540.041423,3875.003168,4972.69178,2620.292008,1603.561827,0,1477.143528,3659.307866,2485.572716,5440.528714,7851.911202,12211.38595,7400.348242,9594.129833,7614.767074,4710.776154,8435.443079,19678.25339,15018.01123,14558.45821,19659.0641
5291,2196.12034,2275.176606,1548.039155,2264.292088,3024.727787,3237.883194,3654.688664,1721.950279,932.2264579,1477.143528,0,2192.589546,1943.45313,4457.635706,6780.311845,11444.99757,5942.126087,9478.329318,8184.589923,4945.599947,7481.555147,19520.03459,14772.73766,15047.03078,19981.29187
5292,2731.551264,3631.992429,3137.145919,4291.88098,4776.508735,3735.281576,2444.209272,2517.863734,2645.079367,3659.307866,2192.589546,0,2637.970085,3339.868327,5255.144413,10916.93732,3750.642159,10048.49556,9647.496367,6241.518794,6765.634211,19824.71671,15012.52147,16279.05699,20951.77645
5295,4049.362721,4209.028231,3473.0187,3850.303577,4797.22791,5131.641141,4911.785441,3598.701891,2869.782442,2485.572716,1943.45313,2637.970085,0,3013.284413,5441.847444,13159.10275,5840.365986,11420.54828,9975.478283,6837.83858,9088.345317,21453.19937,16695.35579,16888.37852,21882.79716
5296,5951.222554,6589.930752,5929.535094,6670.951483,7481.402784,7015.846563,5599.629428,5630.620144,5317.502531,5440.528714,4457.635706,3339.868327,3013.284413,0,2428.646428,14036.04991,4192.468657,13375.827,12618.09049,9297.372398,9877.496745,23156.39446,18341.90994,19416.68983,24211.74208
5297,7985.087454,8785.944653,8176.241903,9029.901892,9777.677953,8979.766399,7080.521686,7736.892728,7584.378709,7851.911202,6780.311845,5255.144413,5441.847444,2428.646428,0,15124.4101,4153.512486,15188.70834,14841.16391,11462.67506,11061.39797,24691.60251,19883.30229,21532.9573,26175.42781
5320,9265.365623,9755.731002,10350.56085,11197.5161,10335.42778,8338.708669,8487.174973,9744.739851,10727.59409,12211.38595,11444.99757,10916.93732,13159.10275,14036.04991,15124.4101,0,11158.77095,5424.062326,9611.995534,8753.746163,4162.817018,10212.64571,5863.882938,11688.75884,13955.37993
5330,5907.359499,7058.40007,6728.993674,7986.132036,8314.612715,6567.453445,4043.669318,5907.512592,6326.015185,7400.348242,5942.126087,3750.642159,5840.365986,4192.468657,4153.512486,11158.77095,0,12045.53417,12724.88438,9345.968622,7253.879202,21014.87175,16257.10546,18897.98739,23122.59793
5350,7483.306655,7248.478212,7985.927955,8206.941628,7140.05934,6388.240416,8170.861391,7878.496945,8562.056786,9594.129833,9478.329318,10048.49556,11420.54828,13375.827,15188.70834,5424.062326,12045.53417,0,4397.629446,5002.600296,5571.186676,10085.21778,5471.481658,7201.845801,11079.76326
5370,6957.417401,6055.269907,6689.063611,6151.065645,5182.230316,6159.844217,8720.500619,7130.064169,7301.028396,7614.767074,8184.589923,9647.496367,9975.478283,12618.09049,14841.16391,9611.995534,12724.88438,4397.629446,0,3417.288672,8275.044904,13256.1173,9243.845449,6946.406578,12140.36794
5380,3540.319592,2708.994352,3402.187405,3260.309565,2181.492079,2787.143665,5394.99696,3729.294088,4023.723051,4710.776154,4945.599947,6241.518794,6837.83858,9297.372398,11462.67506,8753.746163,9345.968622,5002.600296,3417.288672,0,6056.88387,15037.66383,10473.855,10121.77527,15045.02721
5390,5379.645818,6122.933227,6596.052092,7661.669939,6999.627285,4634.292916,4328.273106,5848.628805,6867.549051,8435.443079,7481.555147,6765.634211,9088.345317,9877.496745,11061.39797,4162.817018,7253.879202,5571.186676,8275.044904,6056.88387,0,13762.14045,9023.005129,12772.9436,16305.83087
5500,17442.33557,17320.55188,18054.58959,18277.91279,17204.25986,16343.66112,17640.60848,17868.85565,18616.97185,19678.25339,19520.03459,19824.71671,21453.19937,23156.39446,24691.60251,10212.64571,21014.87175,10085.21778,13256.1173,15037.66383,13762.14045,0,4816.564263,8911.201554,6424.50794
5510,12665.15568,12610.31613,13336.93085,13659.60413,12600.04414,11570.0561,12825.59184,13100.68156,13882.77533,15018.01123,14772.73766,15012.52147,16695.35579,18341.90994,19883.30229,5863.882938,16257.10546,5471.481658,9243.845449,10473.855,9023.005129,4816.564263,0,7404.323642,8240.361815
5521,13547.99561,12830.75766,13515.50198,13089.24244,12092.94631,12580.85255,14875.32494,13809.81229,14136.37144,14558.45821,15047.03078,16279.05699,16888.37852,19416.68983,21532.9573,11688.75884,18897.98739,7201.845801,6946.406578,10121.77527,12772.9436,8911.201554,7404.323642,0,5407.601548
5563,18262.72572,17714.86378,18433.35058,18178.77891,17138.17017,17217.76659,19233.20323,18586.39818,19052.27972,19659.0641,19981.29187,20951.77645,21882.79716,24211.74208,26175.42781,13955.37993,23122.59793,11079.76326,12140.36794,15045.02721,16305.83087,6424.50794,8240.361815,5407.601548,0
